keystoneness,rel.abun,cstr,cb,cc,cc.rel,clust,md,eigen.centr,alpha.centr
0.03604180149644,0.006658708694883,1.09031364974086,0.002129643853878,0.006622516556291,0.622516556291391,0.333333333333333,1,0.054891248157795,24.354414484278
0.010580087238847,0.004889565329157,2.90568683141371,0.013598820988852,0.007692307692308,0.723076923076923,0.361111111111111,7,0.221658351997628,4.46883428309459
3.03625885518823E-05,0.002376875775921,1.12529208862508,0.00071855588249,0.006578947368421,0.618421052631579,0.5,2,0.064133431649989,25.7461453852781
0.036315577837836,0.011448368175496,3.08191345060923,0.008400429723645,0.006535947712418,0.61437908496732,0.380952380952381,5,0.044103389335351,-3.33177791033386
0.048599097080471,0.014467786210356,3.56705173589424,0.01539649885132,0.007874015748032,0.740157480314961,0.25,7,0.127956625705379,-10.5213104197227
0.013017437265316,0.021304188142308,5.76980295771042,0.053767259152054,0.009345794392523,0.878504672897196,0.321637426900585,17,0.529868402220259,32.13432996313
0.049212069045846,0.022856864300603,6.34611667788311,0.056628488246897,0.009174311926606,0.862385321100917,0.421052631578947,18,0.634147866940504,14.018890491276
0.007209006595782,0.013227524740476,1.65809826309642,0.002294305080391,0.006944444444444,0.652777777777778,0.5,3,0.075548751689394,-14.2451469804184
0.016290518023914,0.006590845615626,3.23079351291013,0.014589504423994,0.007518796992481,0.706766917293233,0.277777777777778,7,0.107088668817686,10.253407710006
0.002369349384711,0.003397545861332,2.25343392291538,0.007739364101656,0.007751937984496,0.728682170542636,0.285714285714286,5,0.119381406002765,-0.903981204859669
1.08437379438029E-06,0.008157950448708,1.85189860716232,0.000109289617486,0.006493506493506,0.61038961038961,0.833333333333333,2,0.05437918641889,-16.5573809180321
7.6764896115565E-05,0.000832317796402,5.59387292547553,0.040040124506534,0.009009009009009,0.846846846846847,0.398692810457516,16,0.558069764567996,14.1567603502922
0.035235832301323,0.01763833251014,2.51396083796602,0.007309421498145,0.007246376811594,0.681159420289855,0.285714285714286,5,0.113329100985924,-12.2389573063982
0.006428874257084,0.009540596502677,3.27794208193577,0.030511214812241,0.007874015748032,0.740157480314961,0.222222222222222,8,0.101295206659729,32.7681918815782
0.022193112484435,0.013975974187881,2.28010832821357,0.004992646203835,0.0078125,0.734375,0.607142857142857,6,0.306806214791091,-31.2523449124687
0.041993163340777,0.0298898615515,3.57359506428534,0.011095089708406,0.008695652173913,0.817391304347826,0.551282051282051,11,0.458401218305857,10.9556087981261
0.006415074952607,0.018744779075614,7.28924299847472,0.020570446643987,0.009345794392523,0.878504672897196,0.557312252964427,21,0.832139232194642,22.592140642642
0.006341253280753,0.006518803622626,2.05323584185468,0.027084113597098,0.007246376811594,0.681159420289855,0.333333333333333,4,0.109541671997517,62.8194744300154
0.023214909589866,0.01763179964954,10.2114858974726,0.044950049504692,0.010416666666667,0.979166666666667,0.439080459770115,28,0.97074820924228,4.92606419684724
0.02501835019519,0.015675449492468,1.62396100244151,0.009217577661266,0.006493506493506,0.61038961038961,0.333333333333333,2,0.045289957298518,-68.0958344534685
0.006558439902858,0.019790074720209,8.98672452579635,0.080247861889753,0.01,0.94,0.453333333333333,23,0.822799501192357,-10.872838110232
0.022742032707735,0.021612451206295,3.95407736459771,0.015935922455165,0.008547008547009,0.803418803418804,0.448717948717949,11,0.423911690688422,21.9733010289106
1.65195812661071E-05,0.029267343805483,3.03077027147817,0.001746514717826,0.007352941176471,0.691176470588235,0.688888888888889,8,0.398987743651399,44.7120983965023
0.023470450840763,0.011855021107394,0.852777594980329,0.000128111718276,0.006578947368421,0.618421052631579,0.666666666666667,1,0.10009793588191,26.6179428968048
0.033758512874578,0.018310414116062,4.00390906444878,0.014469585814379,0.008130081300813,0.764227642276423,0.525641025641026,11,0.465696288445206,-54.5915751521737
0.014297837866163,0.008933308182354,4.98961409258007,0.037431446897299,0.009090909090909,0.854545454545454,0.536764705882353,15,0.603985101413303,-4.96564628594462
0.00665913129341,0.030639392345266,5.20208480147026,0.006133124866464,0.009090909090909,0.854545454545454,0.669117647058823,15,0.667008406934478,-19.7294807954612
0.055852748675869,0.038531793218798,9.4567238120111,0.018480203896848,0.009803921568627,0.92156862745098,0.563333333333333,23,0.896605908905904,-7.36137692359604
0.030437024122359,0.015657477735885,0.798591140257697,0,0.005154639175258,0.484536082474227,1,0,0.008516927614888,53.7505742176208
0.003390494246102,0.004821739025999,6.07867673504462,0.016784252508253,0.009009009009009,0.846846846846847,0.625730994152047,17,0.719864453464653,20.6334824893078
0.009982490366815,0.027652282496568,2.66812911244718,0.011122547520812,0.008196721311475,0.770491803278689,0.444444444444444,8,0.209588260466737,7.42828827936195
0.03037407079793,0.034409392100615,6.39562943093962,0.008736007122996,0.009090909090909,0.854545454545454,0.660130718954248,16,0.694035584026859,-19.4485027064095
0.025803712108406,0.006222504011395,7.25755267089935,0.104810819849677,0.00990099009901,0.930693069306931,0.306666666666667,23,0.674555024209055,-3.28078907516769
0.033067952673542,0.02386756489853,1.74457486278024,0.001212848955335,0.007407407407407,0.696296296296296,0.6,4,0.223328672445963,-30.7726371417989
0.033022330901674,0.018344469599359,8.35119032627447,0.021409339038405,0.009708737864078,0.912621359223301,0.516666666666667,23,0.87641907734748,-18.3697668528463
1.96104461669345E-06,0.017290238657138,5.23526981867611,0.005916395502225,0.008333333333333,0.783333333333333,0.610294117647059,15,0.642993321241135,-23.7069841398647
0.046525331831567,0.023834445267448,1.61335049184655,0.002448523426516,0.007299270072993,0.686131386861314,0.4,3,0.095666273799441,43.8918602317604
0.007605275770914,0.013190388259088,1.00929727053645,0,0.006802721088435,0.639455782312925,1,1,0.052215235422539,-5.71987620610029
0.007820634903274,0.018872115706768,1.91580645899465,0.002586848934486,0.007299270072993,0.686131386861314,0.4,4,0.131940833542872,32.5799673644119
